wtM_koH_1,wtM_koH_2,wtH_koM_1,wtH_koM_2,Log2_FC,STDEV,Location,t_test,T-test Difference ,T-test Significant ,Unique peptides,Sequence coverage [%],Unique + razor sequence coverage [%],Unique sequence coverage [%],Mol. weight [kDa],Score,Intensity L,Intensity M,Intensity H,Protein IDs,Majority protein IDs,Protein names,Gene names,Fasta headers
0.809498906,NaN,-0.194426835,-1.057091475,-0.147339801,0.934185637,"SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton, microtubule organizing center, centrosome, centriolar satellite {ECO:0000269|PubMed:18000879}.",0.810339224,-0.147339801,,2,6.3,6.3,6.3,39.473,14.257,35186000,1426400,1715600,P05062,P05062,Fructose-bisphosphate aldolase B,ALDOB,sp|P05062|ALDOB_HUMAN Fructose-bisphosphate aldolase B OS=Homo sapiens OX=9606 GN=ALDOB PE=1 SV=2
-2.091293573,0.67406112,-1.542878509,2.278995752,-0.170278803,2.023708102,Cytoplasm,0.877065546,-0.170278803,,5,22.2,22.2,22.2,18.431,31.831,278660000,63441000,30116000,P62280,P62280,40S ribosomal protein S11,RPS11,sp|P62280|RS11_HUMAN 40S ribosomal protein S11 OS=Homo sapiens OX=9606 GN=RPS11 PE=1 SV=3
-0.02970019,NaN,-0.312473416,-0.174605131,-0.172259579,0.141401204,SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250|UniProtKB:Q3ZBF7}.,0.169318519,-0.172259579,,5,31.2,31.2,31.2,18.697,59.341,61396000,207740000,153340000,Q15185,Q15185,Prostaglandin E synthase 3,PTGES3,sp|Q15185|TEBP_HUMAN Prostaglandin E synthase 3 OS=Homo sapiens OX=9606 GN=PTGES3 PE=1 SV=1
-0.153805301,-0.338795245,-0.101598166,-0.112677477,-0.176719047,0.110360324,"SUBCELLULAR LOCATION: Secreted, extracellular space, extracellular matrix, basement membrane. Note=Major component.",0.04923448,-0.176719047,+,64,23.3,23.3,23.3,399.73,323.31,755450000,3986900000,3790600000,O15230,O15230,Laminin subunit alpha-5,LAMA5,sp|O15230|LAMA5_HUMAN Laminin subunit alpha-5 OS=Homo sapiens OX=9606 GN=LAMA5 PE=1 SV=8
-0.127501145,-0.200504333,-0.346921623,-0.044300348,-0.179806862,0.128392149,"Single-pass type I membrane protein {ECO:0000269|PubMed:1531650, ECO:0000269|PubMed:3264877}.;SUBCELLULAR LOCATION: [Processed macrophage colony-stimulating factor 1]: Secreted, extracellular space.;SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:1531650, ECO:0000269|PubMed:3264877}",0.067802184,-0.179806862,,4,8.7,8.7,8.7,60.179,25.711,73687000,105810000,102720000,P09603,P09603,Macrophage colony-stimulating factor 1;Processed macrophage colony-stimulating factor 1,CSF1,sp|P09603|CSF1_HUMAN Macrophage colony-stimulating factor 1 OS=Homo sapiens OX=9606 GN=CSF1 PE=1 SV=2
1.138346314,0.080011718,-0.811143339,-1.137457371,-0.182560669,1.019915585,Single-pass type I membrane protein.;SUBCELLULAR LOCATION: Membrane,0.744056257,-0.182560669,,2,1.8,1.8,1.8,166.67,15.598,38001000,11611000,4116600,Q9UBG0,Q9UBG0,C-type mannose receptor 2,MRC2,sp|Q9UBG0|MRC2_HUMAN C-type mannose receptor 2 OS=Homo sapiens OX=9606 GN=MRC2 PE=1 SV=2
-0.84711498,0.689729631,0.477988094,-1.077924013,-0.189330317,0.901912722,Cytoplasm,0.7028558,-0.189330317,,2,4.7,4.7,4.7,47.697,13.97,306970000,12014000,12566000,P36578,P36578,60S ribosomal protein L4,RPL4,sp|P36578|RL4_HUMAN 60S ribosomal protein L4 OS=Homo sapiens OX=9606 GN=RPL4 PE=1 SV=5
0.553595543,NaN,-0.73168546,-0.39045307,-0.189514329,0.665784573,Single-pass type II membrane protein {ECO:0000269|PubMed:18513186}.;SUBCELLULAR LOCATION: Membrane {ECO:0000269|PubMed:18513186},0.670809583,-0.189514329,,2,4.3,4.3,4.3,46.48,13.149,154020000,20427000,11657000,Q9HDC9,Q9HDC9,Adipocyte plasma membrane-associated protein,APMAP,sp|Q9HDC9|APMAP_HUMAN Adipocyte plasma membrane-associated protein OS=Homo sapiens OX=9606 GN=APMAP PE=1 SV=2
1.054392338,NaN,-0.885339737,-0.74608326,-0.192343553,1.081947724,"SUBCELLULAR LOCATION: Nucleus, nucleolus {ECO:0000269|PubMed:16963496}. Cytoplasm {ECO:0000269|PubMed:16963496}.",0.787254961,-0.192343553,,2,5,5,5,46.108,13.55,18881000,10292000,4805700,P39023,P39023,60S ribosomal protein L3,RPL3,sp|P39023|RL3_HUMAN 60S ribosomal protein L3 OS=Homo sapiens OX=9606 GN=RPL3 PE=1 SV=2
-1.503552318,-0.214497849,-0.097532786,1.03998065,-0.193900576,1.040410426,"Single-pass type I membrane protein. Cell junction, desmosome.;SUBCELLULAR LOCATION: Cell membrane",0.734119791,-0.193900576,,5,6.5,6.5,6.5,99.986,36.947,208270000,23646000,17940000,Q08554,Q08554,Desmocollin-1,DSC1,sp|Q08554|DSC1_HUMAN Desmocollin-1 OS=Homo sapiens OX=9606 GN=DSC1 PE=1 SV=2
-0.215243652,-0.096396871,-0.212316796,-0.312867612,-0.209206233,0.088539557,"SUBCELLULAR LOCATION: Secreted {ECO:0000269|PubMed:1730286, ECO:0000269|PubMed:24635319, ECO:0000269|PubMed:3010309, ECO:0000269|PubMed:3839290, ECO:0000269|PubMed:3903517, ECO:0000269|PubMed:8541540}.",0.017953226,-0.209206233,+,5,28,28,28,23.171,34.807,82393000,462790000,417380000,P01033,P01033,Metalloproteinase inhibitor 1,TIMP1,sp|P01033|TIMP1_HUMAN Metalloproteinase inhibitor 1 OS=Homo sapiens OX=9606 GN=TIMP1 PE=1 SV=1
1.236979365,0.191277191,-0.082545333,-2.216652393,-0.217735292,1.448842279,SUBCELLULAR LOCATION: [60S ribosomal protein L40]: Cytoplasm {ECO:0000250}.;SUBCELLULAR LOCATION: [Ubiquitin]: Cytoplasm {ECO:0000250}. Nucleus {ECO:0000250}.,0.783372174,-0.217735292,,2,19.5,19.5,19.5,14.728,48.186,90071000,10999000,7359600,P62987;P62979;P0CG47;P0CG48,P62987;P62979;P0CG47;P0CG48,Ubiquitin-60S ribosomal protein L40;Ubiquitin;60S ribosomal protein L40;Ubiquitin-40S ribosomal protein S27a;Ubiquitin;40S ribosomal protein S27a;Polyubiquitin-B;Ubiquitin;Polyubiquitin-C;Ubiquitin,UBA52;RPS27A;UBB;UBC,sp|P62987|RL40_HUMAN Ubiquitin-60S ribosomal protein L40 OS=Homo sapiens OX=9606 GN=UBA52 PE=1 SV=2;sp|P62979|RS27A_HUMAN Ubiquitin-40S ribosomal protein S27a OS=Homo sapiens OX=9606 GN=RPS27A PE=1 SV=2;sp|P0CG47|UBB_HUMAN Polyubiquitin-B OS=Homo sapiens O
-0.346871853,-0.34539631,-0.082988381,-0.135871306,-0.227781963,0.138357371,SUBCELLULAR LOCATION: Secreted {ECO:0000305}.,0.045985995,-0.227781963,+,2,6.6,6.6,6.6,33.248,43.229,18598000,330600000,361090000,O76061,O76061,Stanniocalcin-2,STC2,sp|O76061|STC2_HUMAN Stanniocalcin-2 OS=Homo sapiens OX=9606 GN=STC2 PE=1 SV=1
-0.303693146,-0.257252038,-0.196293563,-0.156225175,-0.22836598,0.065170346,SUBCELLULAR LOCATION: Secreted.,0.005966045,-0.22836598,+,12,48.9,48.9,48.9,34.814,323.31,1193800000,5567000000,5245800000,P18065,P18065,Insulin-like growth factor-binding protein 2,IGFBP2,sp|P18065|IBP2_HUMAN Insulin-like growth factor-binding protein 2 OS=Homo sapiens OX=9606 GN=IGFBP2 PE=1 SV=2
-0.028427679,-0.521452785,-0.20297043,-0.162460417,-0.228827828,0.208856269,"Lipid-anchor, GPI-anchor {ECO:0000269|PubMed:22144186}.;SUBCELLULAR LOCATION: [Isoform Alpha]: Secreted.;SUBCELLULAR LOCATION: [Isoform Beta]: Microsome membrane {ECO:0000269|PubMed:22144186}",0.116118749,-0.228827828,,5,13.2,13.2,13.2,35.015,98.099,33834000,391920000,363140000,P10646,P10646,Tissue factor pathway inhibitor,TFPI,sp|P10646|TFPI1_HUMAN Tissue factor pathway inhibitor OS=Homo sapiens OX=9606 GN=TFPI PE=1 SV=1
0.066941068,-0.33445394,-0.583052158,-0.124455832,-0.243755216,0.279352345,SUBCELLULAR LOCATION: Secreted {ECO:0000305}.,0.179301755,-0.243755216,,8,4.6,4.6,4.6,205.56,67.045,19557000,168240000,162990000,Q4ZHG4,Q4ZHG4,Fibronectin type III domain-containing protein 1,FNDC1,sp|Q4ZHG4|FNDC1_HUMAN Fibronectin type III domain-containing protein 1 OS=Homo sapiens OX=9606 GN=FNDC1 PE=2 SV=4
0.018439615,-2.492878675,0.566571593,0.891419172,-0.254112074,1.535374421,"SUBCELLULAR LOCATION: Secreted, extracellular space, extracellular matrix {ECO:0000250}.",0.762409307,-0.254112074,,7,7.8,7.8,7.8,75.207,132.71,6412900000,87052000,121960000,Q14515,Q14515,SPARC-like protein 1,SPARCL1,sp|Q14515|SPRL1_HUMAN SPARC-like protein 1 OS=Homo sapiens OX=9606 GN=SPARCL1 PE=1 SV=2
-1.449165106,1.151426196,-0.254444242,-0.486064643,-0.259561948,1.073525792,"SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:22580899}. Secreted {ECO:0000269|PubMed:22580899, ECO:0000269|PubMed:26224785}.",0.661791375,-0.259561948,,5,1.5,1.1,1.1,515.6,32.656,441040000,140330000,23120000,P04114,P04114,Apolipoprotein B-100;Apolipoprotein B-48,APOB,sp|P04114|APOB_HUMAN Apolipoprotein B-100 OS=Homo sapiens OX=9606 GN=APOB PE=1 SV=2
-0.77011025,-0.379620969,0.165172294,-0.157109633,-0.28541714,0.392978127,SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:17289661}. Note=Localized in cytoplasmic mRNP granules containing untranslated mRNAs.,0.242278497,-0.28541714,,5,14.4,14.4,14.4,29.597,35.13,3518600000,68308000,84013000,P62701;Q8TD47;P22090,P62701;Q8TD47,"40S ribosomal protein S4, X isoform;40S ribosomal protein S4, Y isoform 2",RPS4X;RPS4Y2,"sp|P62701|RS4X_HUMAN 40S ribosomal protein S4, X isoform OS=Homo sapiens OX=9606 GN=RPS4X PE=1 SV=2;sp|Q8TD47|RS4Y2_HUMAN 40S ribosomal protein S4, Y isoform 2 OS=Homo sapiens OX=9606 GN=RPS4Y2 PE=2 SV=3"
-2.250112534,-0.477366507,1.920217037,-0.40193978,-0.302300446,1.71017855,"SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:17177976, ECO:0000269|PubMed:21799911, ECO:0000269|PubMed:23230272}. Nucleus, nucleolus {ECO:0000269|PubMed:9518481}. Chromosome {ECO:0000269|PubMed:23230272, ECO:0000269|PubMed:26344098}. Note=Localizes to sites of DNA damage. {ECO:0000269|PubMed:23230272, ECO:0000269|PubMed:26344098}.",0.747075343,-0.302300446,,4,5.1,5.1,5.1,113.08,34.643,75195000,35483000,185870000,P09874,P09874,Poly [ADP-ribose] polymerase 1,PARP1,sp|P09874|PARP1_HUMAN Poly [ADP-ribose] polymerase 1 OS=Homo sapiens OX=9606 GN=PARP1 PE=1 SV=4
-4.120019913,2.698154926,-0.125116467,0.286881179,-0.315025069,2.825809374,"SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton.",0.837883012,-0.315025069,,4,50.7,12.1,12.1,49.924,103.48,1973900000,36911000,14292000,P68366,P68366,Tubulin alpha-4A chain,TUBA4A,sp|P68366|TBA4A_HUMAN Tubulin alpha-4A chain OS=Homo sapiens OX=9606 GN=TUBA4A PE=1 SV=1
0.425346166,NaN,-0.871944129,-0.50674212,-0.317780028,0.668969754,"Lipid-anchor, GPI-anchor {ECO:0000305}.;Lipid-anchor, GPI-anchor.;Single-pass type I membrane protein.;SUBCELLULAR LOCATION: [Isoform 1]: Cell membrane;SUBCELLULAR LOCATION: [Isoform 2]: Cell membrane;SUBCELLULAR LOCATION: [Isoform 3]: Cell membrane;SUBCELLULAR LOCATION: [Isoform 4]: Cell membrane {ECO:0000305};SUBCELLULAR LOCATION: [Isoform 5]: Secreted.;SUBCELLULAR LOCATION: [Isoform 6]: Secreted {ECO:0000305}.",0.497125058,-0.317780028,,8,11.5,11.5,11.5,94.573,65.745,502610000,119040000,90206000,P13591,P13591,Neural cell adhesion molecule 1,NCAM1,sp|P13591|NCAM1_HUMAN Neural cell adhesion molecule 1 OS=Homo sapiens OX=9606 GN=NCAM1 PE=1 SV=3
-0.413918912,-2.094472408,0.506500423,0.708407938,-0.32337074,1.277791517,"SUBCELLULAR LOCATION: Endoplasmic reticulum {ECO:0000250|UniProtKB:Q9Z1T2}. Sarcoplasmic reticulum {ECO:0000250|UniProtKB:Q9Z1T2}. Secreted {ECO:0000250|UniProtKB:Q9Z1T2}. Secreted, extracellular space {ECO:0000250|UniProtKB:Q9Z1T2}. Secreted, extracellular space, extracellular matrix {ECO:0000250|UniProtKB:Q9Z1T2}.",0.647609345,-0.32337074,,10,15.6,12.2,12.2,105.87,238.49,1728900000,54734000,37750000,P35443;P49746,P35443,Thrombospondin-4,THBS4,sp|P35443|TSP4_HUMAN Thrombospondin-4 OS=Homo sapiens OX=9606 GN=THBS4 PE=1 SV=2
-0.771209478,0.85024637,-0.801204145,-0.589724004,-0.327972814,0.791016385,"SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton {ECO:0000250|UniProtKB:P09495}. Note=Associates with F-actin stress fibers. {ECO:0000250|UniProtKB:P09495}.",0.467784016,-0.327972814,,7,32.3,32.3,20.2,28.521,109.72,1335600000,219530000,124030000,P67936,P67936,Tropomyosin alpha-4 chain,TPM4,sp|P67936|TPM4_HUMAN Tropomyosin alpha-4 chain OS=Homo sapiens OX=9606 GN=TPM4 PE=1 SV=3
-0.296075612,-0.095586978,-0.654172182,-0.274354786,-0.330047389,0.234011619,"Extracellular side {ECO:0000250}.;Lipid-anchor, GPI-anchor {ECO:0000250};SUBCELLULAR LOCATION: [Secreted glypican-4]: Secreted, extracellular space {ECO:0000250}.;SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}",0.066695497,-0.330047389,,8,25.5,25.5,21,62.411,79.799,31127000,219280000,160840000,O75487,O75487,Glypican-4;Secreted glypican-4,GPC4,sp|O75487|GPC4_HUMAN Glypican-4 OS=Homo sapiens OX=9606 GN=GPC4 PE=1 SV=4
NaN,-2.117628574,1.452964306,NaN,-0.332332134,2.524790438,"SUBCELLULAR LOCATION: Nucleus. Cytoplasm, cytoskeleton, microtubule organizing center, centrosome, centriole. Cytoplasm, cytoskeleton, cilium basal body. Cell projection, cilium.",0.882834556,-0.332332134,,2,10.4,10.4,10.4,22.774,17.414,106490000,3128600,6085300,Q9Y6A4,Q9Y6A4,Cilia- and flagella-associated protein 20,CFAP20,sp|Q9Y6A4|CFA20_HUMAN Cilia- and flagella-associated protein 20 OS=Homo sapiens OX=9606 GN=CFAP20 PE=1 SV=1
-0.307078809,-0.114367016,-0.467673093,-0.450419545,-0.334884616,0.163689008,SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}.,0.026390523,-0.334884616,+,3,24.7,17.4,13.8,28.302,123.5,164230000,151550000,176440000,P61981,P61981,"14-3-3 protein gamma;14-3-3 protein gamma, N-terminally processed",YWHAG,sp|P61981|1433G_HUMAN 14-3-3 protein gamma OS=Homo sapiens OX=9606 GN=YWHAG PE=1 SV=2
-0.257252038,0.001515575,-0.586644292,-0.593180358,-0.358890278,0.286929982,"SUBCELLULAR LOCATION: Cytoplasm, cell cortex {ECO:0000269|PubMed:17101985}. Note=Colocalizes with actin filaments.;SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton {ECO:0000250}.;SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton {ECO:0000269|PubMed:11687588, ECO:0000269|PubMed:17289661}. Nucleus {ECO:0000269|PubMed:11687588, ECO:0000269|PubMed:29925947}. Note=Localized in cytoplasmic mRNP granules containing untranslated mRNAs. {ECO:0000269|PubMed:17289661}.;SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton {ECO:0000269|PubMed:28493397}.",0.087583974,-0.358890278,,7,48.8,48.8,25.6,41.792,323.31,9539500000,2988400000,2325900000,P63261;P60709;Q6S8J3;A5A3E0;P0CG38;Q9BYX7;P0CG39,P63261;P60709,"Actin, cytoplasmic 2;Actin, cytoplasmic 2, N-terminally processed;Actin, cytoplasmic 1;Actin, cytoplasmic 1, N-terminally processed",ACTG1;ACTB,"sp|P63261|ACTG_HUMAN Actin, cytoplasmic 2 OS=Homo sapiens OX=9606 GN=ACTG1 PE=1 SV=1;sp|P60709|ACTB_HUMAN Actin, cytoplasmic 1 OS=Homo sapiens OX=9606 GN=ACTB PE=1 SV=1"
-0.439144403,-0.254231215,-0.228672147,-0.519528031,-0.360393949,0.141593843,"Single-pass type II membrane protein {ECO:0000305}. Secreted {ECO:0000269|PubMed:17189265, ECO:0000269|PubMed:25748573}.;SUBCELLULAR LOCATION: Golgi apparatus membrane {ECO:0000305}",0.014652537,-0.360393949,+,3,4.5,4.5,4.5,96.766,21.867,20282000,33645000,34071000,Q9H1B5,Q9H1B5,Xylosyltransferase 2,XYLT2,sp|Q9H1B5|XYLT2_HUMAN Xylosyltransferase 2 OS=Homo sapiens OX=9606 GN=XYLT2 PE=1 SV=2
-0.376290381,NaN,-0.286990523,-0.420414269,-0.361231724,0.067974601,"SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:17229681}. Note=(Microbial infection) In the course of viral infection, colocalizes with HCV NS5B at speckles in the cytoplasm in a HCV-replication dependent manner. {ECO:0000269|PubMed:17229681}.;SUBCELLULAR LOCATION: Nucleus {ECO:0000250}. Cytoplasm {ECO:0000250}.;SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:17289661, ECO:0000269|PubMed:27694260}. Cytoplasm {ECO:0000269|PubMed:17289661}. Note=Localized in cytoplasmic mRNP granules containing untranslated mRNAs. Shuttles continuously between the nucleus and the cytoplasm along with mRNA. Component of ribonucleosomes (PubMed:17289661). {ECO:0000269|PubMed:17289661, ECO:0000269|PubMed:27694260}.",0.011598269,-0.361231724,+,4,11.8,11.8,11.8,38.746,44.354,44585000,5584200,4209200,P09651;Q32P51,P09651;Q32P51,"Heterogeneous nuclear ribonucleoprotein A1;Heterogeneous nuclear ribonucleoprotein A1, N-terminally processed;Heterogeneous nuclear ribonucleoprotein A1-like 2",HNRNPA1;HNRNPA1L2,sp|P09651|ROA1_HUMAN Heterogeneous nuclear ribonucleoprotein A1 OS=Homo sapiens OX=9606 GN=HNRNPA1 PE=1 SV=5;sp|Q32P51|RA1L2_HUMAN Heterogeneous nuclear ribonucleoprotein A1-like 2 OS=Homo sapiens OX=9606 GN=HNRNPA1L2 PE=2 SV=2
-0.313942373,NaN,-0.356956571,-0.440126419,-0.370341788,0.064148082,"SUBCELLULAR LOCATION: Secreted, extracellular space, extracellular matrix, basement membrane {ECO:0000269|PubMed:12130637, ECO:0000269|PubMed:20359165}. Note=In or around the basement membrane.",0.009853366,-0.370341788,+,14,31.3,31.3,31.3,48.162,168.85,106960000,1074200000,923550000,Q9H4F8,Q9H4F8,SPARC-related modular calcium-binding protein 1,SMOC1,sp|Q9H4F8|SMOC1_HUMAN SPARC-related modular calcium-binding protein 1 OS=Homo sapiens OX=9606 GN=SMOC1 PE=1 SV=1
-0.178491563,-1.331819892,1.251506925,-1.255460024,-0.378566138,1.207587627,Cytoplasm,0.575143962,-0.378566138,,4,22.3,22.3,22.3,21.397,67.615,1216300000,54524000,39657000,P18621,P18621,60S ribosomal protein L17,RPL17,sp|P18621|RL17_HUMAN 60S ribosomal protein L17 OS=Homo sapiens OX=9606 GN=RPL17 PE=1 SV=3
-1.031536341,-0.802978933,0.038717084,0.26002565,-0.383943135,0.629366194,"SUBCELLULAR LOCATION: Cytoplasm, cytosol {ECO:0000269|PubMed:25957688}. Cytoplasm {ECO:0000305|PubMed:23636399, ECO:0000305|PubMed:25901680}. Rough endoplasmic reticulum {ECO:0000250|UniProtKB:P49171}. Note=Detected on cytosolic polysomes (PubMed:25957688). Detected in ribosomes that are associated with the rough endoplasmic reticulum (By similarity). {ECO:0000250|UniProtKB:P49171, ECO:0000269|PubMed:25957688}.",0.309591169,-0.383943135,,3,27,27,27,13.015,19.407,249760000,15219000,9788100,P62854;Q5JNZ5,P62854;Q5JNZ5,40S ribosomal protein S26;Putative 40S ribosomal protein S26-like 1,RPS26;RPS26P11,sp|P62854|RS26_HUMAN 40S ribosomal protein S26 OS=Homo sapiens OX=9606 GN=RPS26 PE=1 SV=3;sp|Q5JNZ5|RS26L_HUMAN Putative 40S ribosomal protein S26-like 1 OS=Homo sapiens OX=9606 GN=RPS26P11 PE=5 SV=1
NaN,NaN,-0.253154099,-0.53868103,-0.395917565,0.201898029,"SUBCELLULAR LOCATION: Cytoplasm, myofibril, sarcomere, I band. Cytoplasm, myofibril, sarcomere, M line. Note=In skeletal muscle, accumulates around the M line and within the I band, colocalizing with FBP2 on both sides of the Z line in the absence of Ca(2+). {ECO:0000250}.",0.220319325,-0.395917565,,4,14,14,14,39.42,34.054,55550000,19830000,11834000,P04075,P04075,Fructose-bisphosphate aldolase A,ALDOA,sp|P04075|ALDOA_HUMAN Fructose-bisphosphate aldolase A OS=Homo sapiens OX=9606 GN=ALDOA PE=1 SV=2
-0.678432584,NaN,-0.269233972,-0.252071232,-0.399912596,0.241357987,"SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:20858735, ECO:0000269|PubMed:26912367, ECO:0000269|PubMed:28076346, ECO:0000269|PubMed:28502770, ECO:0000269|PubMed:28781166, ECO:0000269|PubMed:29301961, ECO:0000269|PubMed:29360106, ECO:0000269|PubMed:29361316, ECO:0000269|PubMed:30315277, ECO:0000269|PubMed:30705154}.",0.102996419,-0.399912596,,6,7.1,7.1,7.1,109.43,37.321,40062000,137230000,122650000,Q15029,Q15029,116 kDa U5 small nuclear ribonucleoprotein component,EFTUD2,sp|Q15029|U5S1_HUMAN 116 kDa U5 small nuclear ribonucleoprotein component OS=Homo sapiens OX=9606 GN=EFTUD2 PE=1 SV=1
2.07072401,0.825798154,-3.122554064,-1.410274863,-0.409076691,2.312263295,SUBCELLULAR LOCATION: Endoplasmic reticulum lumen {ECO:0000269|PubMed:16433634}.,0.746871154,-0.409076691,,6,22.9,22.9,22.9,37.493,167.41,1387700000,166940000,37536000,Q96D15,Q96D15,Reticulocalbin-3,RCN3,sp|Q96D15|RCN3_HUMAN Reticulocalbin-3 OS=Homo sapiens OX=9606 GN=RCN3 PE=1 SV=1
-3.801882982,0.162411928,0.111431971,1.883268952,-0.411192533,2.405791185,"SUBCELLULAR LOCATION: Secreted, extracellular space, extracellular matrix {ECO:0000255|PROSITE-ProRule:PRU00793}.",0.755019437,-0.411192533,,4,2.9,2.9,2.9,138.94,24.537,60646000,3034300,4731100,P02452,P02452,Collagen alpha-1(I) chain,COL1A1,sp|P02452|CO1A1_HUMAN Collagen alpha-1(I) chain OS=Homo sapiens OX=9606 GN=COL1A1 PE=1 SV=5
-0.376401573,0.260445654,0.481918871,-2.03020668,-0.416060932,1.135938415,SUBCELLULAR LOCATION: Nucleus matrix.,0.516882524,-0.416060932,,8,14,14,14,94.622,200.41,207730000,32241000,18475000,P43243,P43243,Matrin-3,MATR3,sp|P43243|MATR3_HUMAN Matrin-3 OS=Homo sapiens OX=9606 GN=MATR3 PE=1 SV=2
-0.353097469,NaN,-0.561153591,-0.334188849,-0.416146636,0.125935089,"SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}.;SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:16580629, ECO:0000269|PubMed:18239673, ECO:0000269|PubMed:24880080, ECO:0000269|PubMed:9482106}. Melanosome {ECO:0000269|PubMed:17081065}. Nucleus {ECO:0000269|PubMed:18239673}. Secreted {ECO:0000269|PubMed:20599762}. Cell membrane {ECO:0000269|PubMed:20599762}. Note=Identified by mass spectrometry in melanosome fractions from stage I to stage IV (PubMed:17081065). Translocates with BIRC2 from the nucleus to the cytoplasm during differentiation (PubMed:18239673). Secreted when associated with TGFB1 processed form (LAP) (PubMed:20599762). {ECO:0000269|PubMed:17081065, ECO:0000269|PubMed:18239673, ECO:0000269|PubMed:20599762}.",0.029196373,-0.416146636,+,11,30,17.3,15.6,83.263,323.31,287480000,1079300000,909650000,P08238;Q58FF7;Q58FF8,P08238,Heat shock protein HSP 90-beta,HSP90AB1,sp|P08238|HS90B_HUMAN Heat shock protein HSP 90-beta OS=Homo sapiens OX=9606 GN=HSP90AB1 PE=1 SV=4
-0.463831663,NaN,-0.171157211,-0.636817694,-0.423935523,0.235379901,SUBCELLULAR LOCATION: Secreted.,0.089220347,-0.423935523,,7,34.2,34.2,34.2,30.57,48.222,165540000,543640000,463550000,P24593,P24593,Insulin-like growth factor-binding protein 5,IGFBP5,sp|P24593|IBP5_HUMAN Insulin-like growth factor-binding protein 5 OS=Homo sapiens OX=9606 GN=IGFBP5 PE=1 SV=1
-0.573762238,-0.234869123,-0.72123009,-0.166065574,-0.423981756,0.266505228,"Peripheral membrane protein {ECO:0000269|PubMed:11038172}. Cytoplasm, cytoskeleton {ECO:0000269|PubMed:11038172}. Cytoplasm, myofibril, sarcomere, Z line {ECO:0000269|PubMed:11038172}. Note=A small amount localizes at membranes. In striated muscle cells, it predominantly localizes in myofibrillar Z lines, while a minor fraction localizes with subsarcolemme. Targeting to developing and mature Z lines is mediated by the intradomain insert.;SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:11038172, ECO:0000269|PubMed:25351925}. Membrane {ECO:0000269|PubMed:11038172};SUBCELLULAR LOCATION: Cytoplasm, cell cortex {ECO:0000269|PubMed:16291724}. Cytoplasm, cytoskeleton {ECO:0000250|UniProtKB:Q8BTM8}. Perikaryon {ECO:0000250|UniProtKB:Q8BTM8}. Cell projection, growth cone {ECO:0000250|UniProtKB:Q8BTM8}. Note=Colocalizes with CPMR1 in the central region of DRG neuron growth cone (By similarity). Following SEMA3A stimulation of DRG neurons, colocalizes with F-actin (By similarity). {ECO:0000250|UniProtKB:Q8BTM8}.",0.050025225,-0.423981756,,28,14.8,14.8,13.8,280.74,283.8,783240000,63544000,46912000,P21333;Q14315,P21333,Filamin-A,FLNA,sp|P21333|FLNA_HUMAN Filamin-A OS=Homo sapiens OX=9606 GN=FLNA PE=1 SV=4
-1.2184093,NaN,NaN,0.370164305,-0.424122497,1.123291168,"SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton {ECO:0000269|PubMed:10188731}. Note=Associated with the microtubule network. Accumulates at the plus end of microtubules.",0.687769768,-0.424122497,,3,10.4,10.4,10.4,37.031,44.817,195210000,3020900,4932900,Q15555,Q15555,Microtubule-associated protein RP/EB family member 2,MAPRE2,sp|Q15555|MARE2_HUMAN Microtubule-associated protein RP/EB family member 2 OS=Homo sapiens OX=9606 GN=MAPRE2 PE=1 SV=1
0.975992441,1.493499517,-2.007405519,-2.160040379,-0.424488485,1.928539302,"Lipid-anchor, GPI-anchor {ECO:0000269|PubMed:11861284, ECO:0000269|PubMed:16754747}.;SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:11861284, ECO:0000269|PubMed:16754747}",0.689566475,-0.424488485,,2,2,2,2,161.69,40.964,183560000,10583000,4017300,Q6YHK3,Q6YHK3,CD109 antigen,CD109,sp|Q6YHK3|CD109_HUMAN CD109 antigen OS=Homo sapiens OX=9606 GN=CD109 PE=1 SV=2
